epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,430.24,1.08968,1.12432,1.52562,0.71263,0.60735,0.68303,0.39142,1.39373,1.37173,1.89867,0.0014852,0.0014852,0.0014852
15,460.407,1.0938,1.12228,1.51456,0.77343,0.6062,0.72154,0.42714,1.36109,1.34813,1.82642,0.0014456,0.0014456,0.0014456
16,490.604,1.07279,1.07681,1.5032,0.78134,0.62687,0.72825,0.44115,1.33904,1.17109,1.82691,0.001406,0.001406,0.001406
17,520.589,1.07556,1.07824,1.49563,0.73232,0.63835,0.72516,0.44046,1.36923,1.22248,1.80723,0.0013664,0.0013664,0.0013664
18,550.325,1.05374,1.06811,1.48251,0.7713,0.60735,0.71649,0.41186,1.44029,1.2239,1.92674,0.0013268,0.0013268,0.0013268
19,580.709,1.05674,1.12911,1.49756,0.77794,0.65212,0.76235,0.47089,1.29134,1.12759,1.72614,0.0012872,0.0012872,0.0012872
20,610.602,1.03334,1.01416,1.47592,0.73033,0.66852,0.73757,0.44777,1.33729,1.19567,1.77024,0.0012476,0.0012476,0.0012476
21,641.101,1.03027,1.02794,1.47588,0.73913,0.66359,0.74653,0.47244,1.26563,1.10311,1.74464,0.001208,0.001208,0.001208
22,671.69,1.02726,1.05191,1.4764,0.77557,0.67049,0.76311,0.46149,1.30965,1.1416,1.74358,0.0011684,0.0011684,0.0011684
23,701.556,1.00537,0.9994,1.45439,0.83462,0.66246,0.78025,0.48677,1.29404,1.09601,1.74653,0.0011288,0.0011288,0.0011288
24,731.665,0.99759,0.98847,1.44236,0.81361,0.68197,0.78501,0.49502,1.24236,1.09323,1.6865,0.0010892,0.0010892,0.0010892
25,761.746,1.00519,0.98225,1.46109,0.82488,0.69001,0.80197,0.50902,1.24717,1.00836,1.676,0.0010496,0.0010496,0.0010496
26,791.593,0.99176,1.01267,1.44506,0.8203,0.67509,0.802,0.50334,1.25717,1.01113,1.69748,0.00101,0.00101,0.00101
27,821.704,0.97027,0.947,1.4269,0.82754,0.69001,0.80167,0.50988,1.24264,1.01282,1.68672,0.0009704,0.0009704,0.0009704
28,851.495,0.97328,0.95748,1.43165,0.76552,0.6969,0.78674,0.50483,1.19843,1.04856,1.63013,0.0009308,0.0009308,0.0009308
29,882.097,0.94118,0.91333,1.40516,0.80567,0.70838,0.78915,0.51697,1.20529,1.00729,1.63946,0.0008912,0.0008912,0.0008912
30,912.728,0.95587,0.91619,1.41048,0.80264,0.69346,0.78211,0.51153,1.20033,1.03478,1.64992,0.0008516,0.0008516,0.0008516
31,942.678,0.95129,0.91898,1.40302,0.83115,0.70264,0.7937,0.50336,1.22229,1.05152,1.67101,0.000812,0.000812,0.000812
32,972.339,0.92777,0.88071,1.39564,0.81788,0.73364,0.83181,0.54417,1.17839,0.95032,1.60669,0.0007724,0.0007724,0.0007724
33,1001.85,0.95288,0.90325,1.39964,0.81369,0.73208,0.82424,0.55599,1.14314,0.908,1.58671,0.0007328,0.0007328,0.0007328
34,1031.33,0.91105,0.91754,1.38267,0.7953,0.74512,0.82181,0.54682,1.16602,0.92686,1.58367,0.0006932,0.0006932,0.0006932
35,1061.02,0.91247,0.87028,1.37213,0.8125,0.73938,0.83639,0.54475,1.17356,0.91932,1.61708,0.0006536,0.0006536,0.0006536
36,1090.65,0.89144,0.84564,1.36105,0.84101,0.71664,0.83112,0.55155,1.15375,0.95013,1.56338,0.000614,0.000614,0.000614
37,1120.19,0.89651,0.84537,1.36154,0.82064,0.74397,0.84835,0.57089,1.11746,0.88159,1.5705,0.0005744,0.0005744,0.0005744
38,1149.55,0.89519,0.84202,1.36095,0.81476,0.7566,0.84568,0.57168,1.13408,0.8824,1.54955,0.0005348,0.0005348,0.0005348
39,1178.98,0.86601,0.79997,1.34029,0.81384,0.76793,0.84738,0.57856,1.0835,0.88906,1.50907,0.0004952,0.0004952,0.0004952
40,1208.71,0.87196,0.79066,1.34041,0.8213,0.74929,0.85043,0.58294,1.08448,0.85659,1.50251,0.0004556,0.0004556,0.0004556
41,1254.47,0.86645,0.74167,1.43963,0.80425,0.77956,0.86164,0.59755,1.04317,0.83134,1.49034,0.000416,0.000416,0.000416
42,1284.56,0.84463,0.69068,1.40956,0.85015,0.76861,0.86936,0.60157,1.06953,0.83144,1.49777,0.0003764,0.0003764,0.0003764
43,1313.78,0.84606,0.66498,1.43862,0.84095,0.77153,0.8654,0.60473,1.05541,0.81152,1.47928,0.0003368,0.0003368,0.0003368
44,1343.02,0.81257,0.6411,1.39741,0.85289,0.77878,0.87312,0.61601,1.02786,0.79047,1.45577,0.0002972,0.0002972,0.0002972
45,1372.3,0.79316,0.63749,1.37335,0.85401,0.79219,0.88576,0.62867,1.02795,0.77118,1.46393,0.0002576,0.0002576,0.0002576
46,1401.46,0.81137,0.65263,1.37507,0.84042,0.80421,0.87721,0.62106,1.0231,0.77934,1.45976,0.000218,0.000218,0.000218
47,1430.64,0.7698,0.59708,1.34927,0.86508,0.79679,0.87987,0.62903,1.01414,0.77683,1.4491,0.0001784,0.0001784,0.0001784
48,1459.9,0.75663,0.59189,1.34431,0.86664,0.79793,0.88474,0.63631,1.00509,0.762,1.44004,0.0001388,0.0001388,0.0001388
49,1489.09,0.76013,0.58669,1.3421,0.86316,0.81112,0.8907,0.6376,1.00927,0.75084,1.439,9.92e-05,9.92e-05,9.92e-05
50,1518.32,0.74122,0.57651,1.317,0.87005,0.81401,0.89211,0.64389,1.00573,0.74656,1.43947,5.96e-05,5.96e-05,5.96e-05
