epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,576.696,1.02515,1.01401,1.47657,0.80525,0.6551,0.77288,0.48062,1.25082,1.07085,1.70349,0.0012872,0.0012872,0.0012872
20,607.089,0.99654,0.94829,1.44771,0.78733,0.67157,0.7702,0.47397,1.28615,1.12435,1.74957,0.0012476,0.0012476,0.0012476
21,637.169,0.99167,0.96021,1.4458,0.80339,0.6659,0.77472,0.49491,1.24907,1.03809,1.71162,0.001208,0.001208,0.001208
22,667.272,0.99818,0.95412,1.45994,0.78926,0.68886,0.78704,0.51583,1.22047,1.03103,1.63344,0.0011684,0.0011684,0.0011684
23,697.71,0.95787,0.9289,1.41745,0.78514,0.63771,0.75486,0.4531,1.38358,1.16073,1.8777,0.0011288,0.0011288,0.0011288
24,728.118,0.94844,0.90688,1.4103,0.76586,0.70494,0.78798,0.50562,1.20919,1.05293,1.64633,0.0010892,0.0010892,0.0010892
25,758.141,0.96029,0.90809,1.4201,0.79065,0.66705,0.7745,0.49957,1.24808,1.06049,1.7049,0.0010496,0.0010496,0.0010496
26,788.764,0.9454,0.9321,1.40863,0.75558,0.68427,0.78329,0.49866,1.24188,1.05846,1.685,0.00101,0.00101,0.00101
27,818.804,0.92269,0.88306,1.3902,0.82892,0.70647,0.80061,0.519,1.19566,0.95708,1.6633,0.0009704,0.0009704,0.0009704
28,848.518,0.92238,0.86778,1.39299,0.76753,0.70264,0.78738,0.51459,1.16999,1.02652,1.60746,0.0009308,0.0009308,0.0009308
29,877.805,0.90329,0.83978,1.37754,0.81102,0.68486,0.79659,0.53041,1.21302,0.99396,1.62599,0.0008912,0.0008912,0.0008912
30,907.824,0.93012,0.85088,1.38957,0.81425,0.74486,0.83375,0.55303,1.13598,0.93166,1.55259,0.0008516,0.0008516,0.0008516
31,937.96,0.90614,0.84746,1.36567,0.85477,0.73708,0.83604,0.55672,1.14424,0.88633,1.56513,0.000812,0.000812,0.000812
32,968.13,0.88473,0.81886,1.36515,0.86481,0.7418,0.85043,0.57925,1.10526,0.86881,1.53228,0.0007724,0.0007724,0.0007724
33,998.286,0.89969,0.86855,1.36433,0.82853,0.7566,0.84707,0.58001,1.09383,0.85035,1.53426,0.0007328,0.0007328,0.0007328
34,1028.25,0.88027,0.82812,1.36843,0.85948,0.73938,0.84889,0.57587,1.12773,0.86756,1.55236,0.0006932,0.0006932,0.0006932
35,1057.71,0.86657,0.79039,1.33882,0.85478,0.74168,0.85625,0.5781,1.1656,0.85709,1.58459,0.0006536,0.0006536,0.0006536
36,1087.05,0.84377,0.76525,1.32535,0.85537,0.7537,0.8587,0.58149,1.14913,0.84943,1.55246,0.000614,0.000614,0.000614
37,1117.23,0.86022,0.78783,1.33299,0.84591,0.75633,0.86305,0.59338,1.08732,0.82443,1.50259,0.0005744,0.0005744,0.0005744
38,1147.1,0.84641,0.75986,1.32381,0.83219,0.79564,0.86549,0.60315,1.08452,0.80882,1.50258,0.0005348,0.0005348,0.0005348
39,1176.58,0.82668,0.74239,1.31134,0.84623,0.78071,0.87406,0.60822,1.06008,0.8035,1.49018,0.0004952,0.0004952,0.0004952
40,1205.88,0.8214,0.72732,1.30513,0.8354,0.80996,0.87818,0.6184,1.08046,0.78892,1.48342,0.0004556,0.0004556,0.0004556
41,1248.01,0.80802,0.65803,1.38498,0.84696,0.77612,0.87261,0.61613,1.02733,0.79175,1.4647,0.000416,0.000416,0.000416
42,1278.99,0.79305,0.63903,1.36992,0.87106,0.77842,0.87744,0.62666,1.02336,0.77688,1.44106,0.0003764,0.0003764,0.0003764
43,1309.24,0.77598,0.58505,1.37157,0.83981,0.79793,0.88105,0.63059,1.01119,0.75215,1.4242,0.0003368,0.0003368,0.0003368
44,1339.55,0.74403,0.55668,1.33917,0.86386,0.80253,0.88999,0.64445,1.00321,0.73213,1.41723,0.0002972,0.0002972,0.0002972
45,1369.77,0.72272,0.54611,1.31672,0.88568,0.79793,0.89685,0.64478,1.01713,0.74006,1.43377,0.0002576,0.0002576,0.0002576
46,1399.84,0.71817,0.54561,1.29397,0.8716,0.8496,0.90553,0.65118,1.00009,0.70697,1.41945,0.000218,0.000218,0.000218
47,1431.14,0.70877,0.52083,1.29344,0.89614,0.83812,0.91441,0.66342,0.98322,0.689,1.41031,0.0001784,0.0001784,0.0001784
48,1461.45,0.69713,0.50348,1.28914,0.88826,0.83054,0.90564,0.6618,0.97389,0.69416,1.39424,0.0001388,0.0001388,0.0001388
49,1492.01,0.684,0.50438,1.27239,0.86715,0.85433,0.90854,0.66304,0.96478,0.68572,1.3862,9.92e-05,9.92e-05,9.92e-05
50,1521.82,0.66794,0.49839,1.25572,0.89544,0.82778,0.91137,0.67026,0.95446,0.67519,1.38366,5.96e-05,5.96e-05,5.96e-05
